Draw Date,Winning Numbers,Bonus #,Extra #,Jackpot,Outcome
13/02/04 00:00,16 29 32 36 41,7,9,"€10,143,000",Won
20/02/04 00:00,7 13 39 47 50,2,5,"€10,111,500",Roll
27/02/04 00:00,14 18 19 31 37,4,5,"€11,880,304",Roll
05/03/04 00:00,4 7 33 37 39,1,5,"€13,870,849",Won
12/03/04 00:00,15 24 28 44 47,4,5,"€10,171,500",Roll
19/03/04 00:00,33 36 37 42 45,4,9,"€11,696,661",Roll
26/03/04 00:00,3 4 10 23 43,2,4,"€13,451,480",Roll
02/04/04 00:00,4 12 24 27 36,2,9,"€15,183,435",Roll
09/04/04 00:00,1 4 10 19 23,2,8,"€16,752,145",Won
16/04/04 00:00,14 15 28 35 40,1,3,"€10,027,500",Roll
23/04/04 00:00,6 10 21 45 49,3,5,"€13,390,000",Roll
30/04/04 00:00,5 6 16 23 27,6,7,"€16,887,500",Roll
07/05/04 00:00,15 16 21 36 38,1,5,"€19,983,000",Roll
14/05/04 00:00,1 3 21 32 39,2,6,"€22,849,563",Won
21/05/04 00:00,15 29 37 39 49,4,9,"€6,712,000",Won
28/05/04 00:00,6 11 35 41 44,5,6,"€6,712,000",Roll
04/06/04 00:00,9 13 34 41 42,3,7,"€8,735,476",Won
11/06/04 00:00,2 7 8 10 47,1,7,"€6,580,000",Roll
18/06/04 00:00,2 23 28 40 43,2,6,"€8,140,055",Won
25/06/04 00:00,3 21 30 34 35,1,2,"€6,685,000",Roll
02/07/04 00:00,4 23 24 28 34,1,3,"€8,214,347",Roll
09/07/04 00:00,2 5 12 19 44,8,9,"€9,720,341",Roll
16/07/04 00:00,24 26 31 38 50,5,8,"€11,275,186",Roll
23/07/04 00:00,7 10 27 31 34,3,8,"€12,787,495",Roll
30/07/04 00:00,9 10 19 37 50,1,6,"€14,603,161",Roll
06/08/04 00:00,5 15 24 35 44,5,6,"€16,568,021",Won
13/08/04 00:00,20 27 41 43 50,5,8,"€6,740,000",Roll
20/08/04 00:00,6 9 10 27 35,6,8,"€8,372,421",Roll
27/08/04 00:00,1 11 22 28 44,1,9,"€9,880,576",Roll
03/09/04 00:00,8 12 14 15 34,6,7,"€11,745,718",Roll
10/09/04 00:00,5 25 33 36 38,2,5,"€13,705,824",Roll
17/09/04 00:00,15 18 29 39 41,5,8,"€15,652,287",Roll
24/09/04 00:00,21 26 27 44 48,1,7,"€17,853,153",Roll
01/10/04 00:00,12 20 21 45 48,5,6,"€20,656,084",Won
08/10/04 00:00,1 10 12 16 48,2,6,"€6,950,000",Roll
15/10/04 00:00,14 21 22 37 43,5,8,"€11,885,938",Roll
22/10/04 00:00,1 9 23 25 40,3,9,"€17,398,554",Won
29/10/04 00:00,1 8 32 35 38,4,9,"€6,967,000",Roll
05/11/04 00:00,6 19 25 42 49,1,7,"€12,066,841",Roll
12/11/04 00:00,4 11 12 13 32,3,9,"€17,364,782",Roll
19/11/04 00:00,1 18 29 34 37,2,6,"€23,523,322",Roll
26/11/04 00:00,1 4 24 34 36,6,8,"€30,738,943",Won
03/12/04 00:00,1 11 15 42 49,3,4,"€6,945,000",Roll
10/12/04 00:00,1 3 13 16 43,2,7,"€12,388,642",Roll
17/12/04 00:00,15 19 22 46 49,2,9,"€17,973,434",Won
24/12/04 00:00,3 4 27 29 37,5,6,"€7,037,000",Won
31/12/04 00:00,7 8 24 25 47,8,9,"€7,074,000",Roll
07/01/05 00:00,3 23 27 47 50,2,3,"€12,408,063",Roll
14/01/05 00:00,6 11 14 19 29,1,3,"€18,296,178",Won
21/01/05 00:00,10 12 14 24 26,5,8,"€6,970,000",Roll
28/01/05 00:00,7 21 26 43 45,5,7,"€12,275,202",Roll
04/02/05 00:00,1 8 11 30 40,7,8,"€17,823,072",Roll
11/02/05 00:00,11 13 25 32 50,4,7,"€23,978,705",Won
18/02/05 00:00,20 21 26 32 46,8,9,"€6,903,000",Won
25/02/05 00:00,3 27 30 43 44,4,8,"€6,907,000",Roll
04/03/05 00:00,12 24 32 37 39,7,9,"€12,348,100",Roll
11/03/05 00:00,8 12 23 40 43,1,4,"€18,499,838",Roll
18/03/05 00:00,6 23 39 43 48,5,7,"€24,623,504",Roll
25/03/05 00:00,4 29 33 37 38,6,9,"€31,323,139",Roll
01/04/05 00:00,25 26 41 44 47,3,7,"€36,934,606",Roll
08/04/05 00:00,7 11 25 31 50,1,3,"€43,951,166",Won
15/04/05 00:00,6 28 31 38 42,3,9,"€10,278,000",Roll
22/04/05 00:00,3 10 13 24 47,5,9,"€16,256,571",Won
29/04/05 00:00,3 9 35 39 42,1,8,"€10,155,000",Roll
06/05/05 00:00,7 12 21 26 44,6,8,"€15,917,412",Roll
13/05/05 00:00,12 17 31 32 40,2,9,"€22,628,469",Roll
20/05/05 00:00,6 7 13 28 47,5,8,"€29,611,179",Won
27/05/05 00:00,2 24 31 48 50,4,9,"€10,402,500",Roll
03/06/05 00:00,3 8 11 17 50,1,5,"€15,902,687",Roll
10/06/05 00:00,6 7 32 37 47,1,7,"€21,734,699",Roll
17/06/05 00:00,4 8 10 18 21,1,7,"€28,094,862",Roll
24/06/05 00:00,6 8 14 15 45,7,8,"€34,370,581",Roll
01/07/05 00:00,4 5 23 25 28,3,4,"€40,827,016",Roll
08/07/05 00:00,35 36 42 46 49,2,8,"€48,784,765",Roll
15/07/05 00:00,1 11 12 23 42,3,6,"€57,176,654",Roll
22/07/05 00:00,3 14 41 48 49,1,4,"€67,927,336",Roll
29/07/05 00:00,3 19 26 49 50,4,5,"€79,881,799",Won
05/08/05 00:00,2 11 21 22 30,4,6,"€10,443,000",Roll
12/08/05 00:00,15 23 30 37 40,7,9,"€17,327,035",Roll
19/08/05 00:00,11 24 29 31 41,1,3,"€24,045,393",Roll
26/08/05 00:00,9 29 35 40 41,1,6,"€31,534,575",Roll
02/09/05 00:00,3 4 14 43 50,3,6,"€39,270,421",Roll
09/09/05 00:00,8 12 19 31 50,6,7,"€44,899,448",Roll
16/09/05 00:00,12 13 19 21 38,3,9,"€51,513,123",Won
23/09/05 00:00,1 26 31 34 47,4,9,"€10,200,000",Roll
30/09/05 00:00,6 11 47 48 50,1,6,"€17,020,072",Won
07/10/05 00:00,2 13 21 26 44,3,9,"€10,335,000",Won
14/10/05 00:00,10 11 19 20 23,1,6,"€10,215,000",Won
21/10/05 00:00,1 14 19 29 33,1,8,"€10,143,000",Roll
28/10/05 00:00,14 36 44 47 50,3,5,"€16,727,964",Roll
04/11/05 00:00,26 36 37 38 42,2,6,"€23,432,048",Roll
11/11/05 00:00,15 16 36 41 42,3,5,"€30,453,995",Won
18/11/05 00:00,17 18 25 34 48,2,3,"€10,312,500",Roll
25/11/05 00:00,1 6 27 39 47,1,6,"€16,846,594",Roll
02/12/05 00:00,1 9 20 23 30,4,7,"€23,443,437",Roll
09/12/05 00:00,11 18 35 38 42,1,5,"€30,453,067",Roll
16/12/05 00:00,2 3 15 18 32,6,7,"€38,305,717",Roll
23/12/05 00:00,15 31 36 37 42,1,7,"€45,483,082",Roll
30/12/05 00:00,8 16 19 43 45,1,4,"€53,342,474",Roll
06/01/06 00:00,2 6 9 14 26,4,5,"€61,801,800",Roll
13/01/06 00:00,8 12 19 33 34,1,6,"€73,898,698",Roll
20/01/06 00:00,12 15 33 44 50,2,6,"€87,820,908",Roll
27/01/06 00:00,9 15 21 40 49,1,4,"€105,412,292",Roll
03/02/06 00:00,9 21 30 39 50,1,3,"€42,019,877",Won
10/02/06 00:00,5 6 38 48 50,6,7,"€10,296,000",Roll
17/02/06 00:00,4 23 24 26 38,2,4,"€19,180,108",Won
24/02/06 00:00,1 11 18 19 47,3,7,"€10,255,500",Roll
03/03/06 00:00,3 5 8 10 44,3,5,"€18,470,476",Roll
10/03/06 00:00,1 21 33 45 49,4,8,"€26,351,576",Roll
17/03/06 00:00,5 32 44 45 50,1,7,"€36,196,725",Roll
24/03/06 00:00,17 28 33 35 47,4,9,"€45,191,782",Roll
31/03/06 00:00,3 20 31 45 50,6,7,"€53,102,939",Won
07/04/06 00:00,12 13 29 44 50,4,5,"€10,485,000",Roll
14/04/06 00:00,16 26 34 35 49,2,6,"€17,804,198",Won
21/04/06 00:00,1 20 22 37 46,1,9,"€10,440,000",Roll
28/04/06 00:00,5 10 17 22 33,5,7,"€17,970,266",Won
05/05/06 00:00,4 8 14 16 50,3,9,"€10,320,000",Roll
12/05/06 00:00,5 20 23 34 50,1,5,"€17,589,298",Won
19/05/06 00:00,3 5 25 34 49,5,8,"€10,137,000",Won
26/05/06 00:00,2 12 21 41 49,3,7,"€10,326,000",Won
02/06/06 00:00,7 8 27 41 48,1,6,"€10,335,000",Roll
09/06/06 00:00,3 12 15 34 39,4,6,"€17,366,509",Roll
16/06/06 00:00,1 16 26 30 36,3,9,"€24,499,898",Roll
23/06/06 00:00,9 21 30 43 44,1,9,"€32,403,049",Roll
30/06/06 00:00,6 15 16 40 43,1,2,"€40,812,950",Roll
07/07/06 00:00,7 9 18 35 43,5,7,"€47,618,994",Won
14/07/06 00:00,1 7 17 31 36,2,8,"€10,374,000",Roll
21/07/06 00:00,2 4 9 38 50,6,8,"€17,191,693",Won
28/07/06 00:00,3 8 12 29 43,6,7,"€10,326,000",Roll
04/08/06 00:00,1 14 15 26 32,3,7,"€16,954,778",Roll
11/08/06 00:00,27 28 31 46 47,2,5,"€23,807,666",Roll
18/08/06 00:00,12 37 39 40 50,1,2,"€31,392,520",Roll
25/08/06 00:00,10 28 40 47 48,6,8,"€39,013,160",Won
01/09/06 00:00,3 7 25 45 50,6,9,"€10,155,000",Roll
08/09/06 00:00,1 10 12 32 33,1,8,"€17,240,142",Roll
15/09/06 00:00,6 10 16 26 49,7,9,"€24,337,182",Roll
22/09/06 00:00,10 29 30 45 49,3,8,"€31,939,763",Roll
29/09/06 00:00,1 3 6 18 24,5,8,"€40,239,985",Roll
06/10/06 00:00,5 11 22 35 38,7,8,"€46,854,371",Roll
13/10/06 00:00,2 25 32 38 41,3,5,"€56,070,560",Roll
20/10/06 00:00,10 19 34 45 47,3,6,"€65,142,684",Roll
27/10/06 00:00,3 4 8 44 50,7,8,"€76,340,225",Roll
03/11/06 00:00,11 13 24 44 49,3,9,"€88,344,099",Roll
10/11/06 00:00,14 21 27 30 36,2,3,"€103,732,783",Roll
17/11/06 00:00,12 22 32 33 36,2,6,"€123,232,395",Won
24/11/06 00:00,5 8 17 25 40,1,5,"€10,123,500",Won
01/12/06 00:00,4 8 16 37 41,2,5,"€10,155,000",Roll
08/12/06 00:00,16 17 18 36 47,1,2,"€18,316,018",Roll
15/12/06 00:00,9 23 35 37 42,3,7,"€26,717,930",Roll
22/12/06 00:00,9 11 20 38 43,2,3,"€35,802,728",Roll
29/12/06 00:00,6 9 13 14 35,3,4,"€45,347,820",Roll
05/01/07 00:00,17 19 29 36 45,5,6,"€53,017,330",Won
12/01/07 00:00,8 11 14 19 25,3,5,"€9,931,500",Won
19/01/07 00:00,5 13 27 33 42,2,4,"€9,892,500",Won
26/01/07 00:00,11 15 23 30 38,4,9,"€9,925,500",Roll
02/02/07 00:00,14 23 27 30 36,1,6,"€17,980,945",Won
09/02/07 00:00,14 16 30 36 46,2,8,"€66,980,000",Won
16/02/07 00:00,8 19 20 39 50,6,9,"€10,147,500",Roll
23/02/07 00:00,2 15 18 20 22,2,5,"€19,003,239",Roll
02/03/07 00:00,3 16 34 38 48,5,8,"€28,815,322",Won
09/03/07 00:00,2 3 25 43 48,6,9,"€10,222,500",Roll
16/03/07 00:00,4 14 31 45 49,4,9,"€19,068,212",Roll
23/03/07 00:00,5 13 17 40 43,1,3,"€27,883,920",Won
30/03/07 00:00,9 17 19 41 46,1,8,"€10,222,500",Roll
06/04/07 00:00,15 23 29 41 48,3,6,"€18,409,444",Won
13/04/07 00:00,7 20 25 38 41,3,7,"€10,255,500",Won
20/04/07 00:00,23 26 32 41 45,3,7,"€10,222,500",Roll
27/04/07 00:00,7 18 27 36 44,1,2,"€18,412,118",Roll
04/05/07 00:00,6 17 35 41 45,1,5,"€27,129,600",Roll
11/05/07 00:00,7 12 26 29 49,2,6,"€36,553,818",Won
18/05/07 00:00,26 34 37 39 49,2,6,"€10,300,500",Won
25/05/07 00:00,25 26 29 49 50,7,8,"€10,198,500",Won
01/06/07 00:00,6 22 37 41 42,6,9,"€10,213,500",Won
08/06/07 00:00,1 15 17 25 45,2,8,"€10,227,000",Roll
15/06/07 00:00,5 7 14 21 40,3,8,"€18,315,755",Won
22/06/07 00:00,11 16 17 22 34,5,6,"€10,143,000",Roll
29/06/07 00:00,8 12 28 33 45,1,3,"€18,141,468",Roll
06/07/07 00:00,4 5 19 39 41,8,9,"€27,130,830",Roll
13/07/07 00:00,9 13 15 31 48,3,6,"€38,751,123",Won
20/07/07 00:00,10 21 25 26 50,4,9,"€10,129,500",Roll
27/07/07 00:00,1 4 21 29 41,7,8,"€18,065,039",Roll
03/08/07 00:00,10 30 33 37 41,1,8,"€26,567,438",Roll
10/08/07 00:00,23 40 42 43 49,2,6,"€35,425,412",Won
17/08/07 00:00,2 3 13 38 42,7,8,"€10,245,000",Roll
24/08/07 00:00,1 3 16 42 48,2,3,"€18,180,933",Roll
31/08/07 00:00,6 18 22 23 37,5,6,"€26,533,768",Won
07/09/07 00:00,2 3 33 34 42,3,5,"€10,222,500",Won
14/09/07 00:00,5 9 11 29 33,7,9,"€10,407,000",Roll
21/09/07 00:00,1 17 32 35 37,1,8,"€19,075,668",Won
28/09/07 00:00,22 30 34 35 44,4,5,"€89,986,000",Won
05/10/07 00:00,11 20 27 35 44,2,5,"€10,425,000",Won
12/10/07 00:00,21 32 36 46 47,3,4,"€10,500,000",Won
19/10/07 00:00,7 18 34 35 40,7,8,"€10,515,000",Roll
26/10/07 00:00,7 20 38 40 43,1,8,"€19,424,115",Roll
02/11/07 00:00,3 16 18 19 40,1,2,"€28,675,991",Won
09/11/07 00:00,5 14 22 25 36,5,6,"€10,567,500",Won
16/11/07 00:00,9 18 23 33 37,1,8,"€10,744,500",Roll
23/11/07 00:00,2 10 22 29 48,3,9,"€19,779,134",Won
30/11/07 00:00,12 19 20 30 38,7,9,"€10,713,000",Roll
07/12/07 00:00,2 4 32 43 48,1,7,"€19,829,479",Won
14/12/07 00:00,8 25 30 36 44,3,4,"€10,795,500",Roll
21/12/07 00:00,7 9 28 37 44,6,7,"€20,144,622",Won
28/12/07 00:00,20 21 22 31 45,7,9,"€11,092,500",Roll
04/01/08 00:00,10 12 24 25 41,3,5,"€20,174,823",Roll
11/01/08 00:00,8 24 36 49 50,4,8,"€30,830,593",Roll
18/01/08 00:00,14 16 23 40 46,4,8,"€43,043,848",Roll
25/01/08 00:00,2 6 9 19 45,7,8,"€56,838,131",Won
01/02/08 00:00,22 30 45 47 49,4,9,"€11,314,500",Roll
08/02/08 00:00,17 28 30 38 44,1,4,"€96,525,000",Won
15/02/08 00:00,12 27 29 45 46,4,7,"€11,254,500",Roll
22/02/08 00:00,4 27 32 46 50,8,9,"€21,828,987",Won
29/02/08 00:00,12 37 40 47 49,2,9,"€11,482,500",Won
07/03/08 00:00,2 7 14 17 35,1,6,"€11,449,500",Roll
14/03/08 00:00,13 21 25 35 48,4,8,"€21,956,568",Won
21/03/08 00:00,2 10 18 22 36,4,6,"€11,700,000",Won
28/03/08 00:00,5 9 17 29 39,3,6,"€11,893,500",Roll
04/04/08 00:00,11 13 18 37 47,1,6,"€22,132,109",Roll
11/04/08 00:00,6 25 30 45 50,5,7,"€34,029,801",Roll
18/04/08 00:00,3 6 7 27 50,5,9,"€46,291,408",Won
25/04/08 00:00,4 19 26 27 30,3,8,"€11,808,000",Roll
02/05/08 00:00,2 26 37 45 48,4,8,"€21,330,632",Roll
09/05/08 00:00,8 9 40 42 45,6,7,"€32,235,833",Roll
16/05/08 00:00,6 9 15 25 38,4,9,"€44,376,310",Won
23/05/08 00:00,5 9 19 21 38,1,7,"€11,959,500",Won
30/05/08 00:00,5 7 14 20 49,2,8,"€11,785,550",Won
06/06/08 00:00,7 19 21 40 50,2,9,"€12,021,000",Roll
13/06/08 00:00,13 16 37 44 50,1,9,"€23,643,210",Roll
20/06/08 00:00,8 11 36 37 45,3,5,"€34,282,210",Roll
27/06/08 00:00,5 20 26 44 50,5,7,"€46,162,270",Won
04/07/08 00:00,7 19 22 27 48,5,7,"€11,887,500",Won
11/07/08 00:00,9 11 13 19 37,3,4,"€12,022,500",Won
18/07/08 00:00,10 14 16 29 44,5,6,"€11,904,000",Won
25/07/08 00:00,7 11 15 24 29,2,7,"€11,836,500",Roll
01/08/08 00:00,1 22 25 40 50,1,8,"€21,278,542",Roll
08/08/08 00:00,4 5 15 16 45,4,7,"€31,572,685",Roll
15/08/08 00:00,11 17 18 26 31,5,6,"€42,652,554",Roll
22/08/08 00:00,7 27 29 39 50,5,7,"€56,497,830",Roll
29/08/08 00:00,2 20 25 37 39,5,8,"€73,535,143",Roll
05/09/08 00:00,7 12 16 17 39,3,8,"€96,494,237",Won
12/09/08 00:00,19 23 33 37 50,3,7,"€11,902,500",Won
19/09/08 00:00,14 16 19 20 31,6,9,"€11,848,500",Roll
26/09/08 00:00,14 29 31 33 37,1,2,"€102,804,000",Won
03/10/08 00:00,4 13 19 23 38,2,3,"€11,697,000",Roll
10/10/08 00:00,4 15 22 31 41,1,6,"€22,911,461",Won
17/10/08 00:00,3 10 12 42 50,1,5,"€11,643,000",Roll
24/10/08 00:00,7 15 16 17 45,6,9,"€22,430,836",Roll
31/10/08 00:00,3 18 25 34 41,2,5,"€34,072,303",Won
07/11/08 00:00,1 9 12 17 18,3,4,"€12,232,500",Won
14/11/08 00:00,8 10 14 21 26,3,4,"€12,916,500",Won
21/11/08 00:00,9 14 21 49 50,3,8,"€12,733,500",Roll
28/11/08 00:00,8 11 16 25 41,2,4,"€23,209,583",Won
05/12/08 00:00,4 8 21 35 45,5,8,"€12,993,000",Won
12/12/08 00:00,2 19 28 42 49,2,7,"€13,447,500",Won
19/12/08 00:00,28 29 40 46 50,5,7,"€14,019,000",Roll
26/12/08 00:00,1 2 26 44 50,1,7,"€25,725,186",Roll
02/01/09 00:00,29 30 36 37 48,1,6,"€38,731,512",Roll
09/01/09 00:00,7 15 22 28 48,1,4,"€50,993,587",Won
16/01/09 00:00,3 17 22 49 50,3,6,"€13,554,000",Won
23/01/09 00:00,32 33 36 40 49,2,8,"€14,193,000",Roll
30/01/09 00:00,4 29 34 35 46,5,8,"€25,509,888",Won
06/02/09 00:00,10 20 30 36 40,3,5,"€13,126,500",Won
13/02/09 00:00,22 33 36 40 42,1,2,"€13,461,000",Roll
20/02/09 00:00,9 12 13 14 48,1,2,"€25,094,625",Roll
27/02/09 00:00,5 9 37 44 45,6,9,"€38,191,683",Roll
06/03/09 00:00,13 17 19 25 35,5,6,"€90,120,000",Won
13/03/09 00:00,12 24 26 36 42,1,4,"€14,858,473",Roll
20/03/09 00:00,12 16 23 31 35,4,6,"€28,047,380",Won
27/03/09 00:00,25 33 36 38 42,6,7,"€14,082,000",Roll
03/04/09 00:00,2 20 24 32 46,1,9,"€25,879,558",Roll
10/04/09 00:00,9 14 16 37 46,2,4,"€38,126,495",Roll
17/04/09 00:00,4 7 21 44 47,1,5,"€51,694,404",Roll
24/04/09 00:00,4 14 21 24 41,5,8,"€69,762,491",Roll
01/05/09 00:00,5 19 31 38 47,3,5,"€88,364,737",Roll
08/05/09 00:00,4 23 24 29 31,8,9,"€113,229,891",Won
15/05/09 00:00,8 18 19 20 42,5,9,"€13,402,500",Won
22/05/09 00:00,4 13 14 33 43,1,6,"€13,254,000",Roll
29/05/09 00:00,2 5 30 37 47,3,6,"€24,953,014",Roll
05/06/09 00:00,11 19 26 35 40,2,5,"€37,574,774",Roll
12/06/09 00:00,6 14 16 34 50,4,6,"€49,902,539",Won
19/06/09 00:00,4 16 17 20 29,5,7,"€12,853,500",Won
26/06/09 00:00,6 11 21 30 39,2,8,"€12,787,500",Roll
03/07/09 00:00,21 29 34 46 47,6,8,"€24,056,336",Roll
10/07/09 00:00,6 16 20 42 46,1,6,"€36,399,342",Roll
17/07/09 00:00,2 8 17 32 50,3,7,"€49,802,092",Won
24/07/09 00:00,14 15 25 35 47,5,9,"€13,008,000",Roll
31/07/09 00:00,5 9 20 21 26,3,6,"€23,957,846",Roll
07/08/09 00:00,10 20 22 24 31,2,7,"€35,727,239",Roll
14/08/09 00:00,5 8 24 30 49,3,9,"€49,372,566",Roll
21/08/09 00:00,4 7 16 31 42,3,5,"€65,462,542",Won
28/08/09 00:00,8 36 37 41 49,5,7,"€13,219,500",Roll
04/09/09 00:00,6 9 20 38 39,3,9,"€24,942,782",Roll
11/09/09 00:00,12 15 35 42 43,4,6,"€37,805,108",Roll
18/09/09 00:00,6 16 30 38 41,2,4,"€90,740,000",Won
25/09/09 00:00,6 17 18 21 34,3,9,"€13,830,000",Won
02/10/09 00:00,22 23 24 29 44,1,5,"€13,764,000",Roll
09/10/09 00:00,7 11 29 46 50,4,7,"€27,066,647",Roll
16/10/09 00:00,12 23 30 31 47,3,4,"€40,391,228",Roll
23/10/09 00:00,6 18 20 29 31,2,8,"€55,868,893",Roll
30/10/09 00:00,9 33 35 38 40,2,6,"€71,278,155",Roll
06/11/09 00:00,11 19 34 43 45,5,9,"€91,141,671",Won
13/11/09 00:00,13 15 25 26 32,3,4,"€14,839,480",Won
20/11/09 00:00,5 9 28 43 47,2,9,"€13,536,000",Won
27/11/09 00:00,5 8 13 15 33,8,9,"€13,660,500",Roll
04/12/09 00:00,18 19 25 30 44,1,3,"€26,301,056",Roll
11/12/09 00:00,20 41 43 44 46,2,9,"€39,585,642",Roll
18/12/09 00:00,14 30 32 35 49,3,8,"€52,883,496",Won
25/12/09 00:00,4 5 14 17 34,3,5,"€13,590,000",Roll
01/01/10 00:00,9 22 24 27 36,5,7,"€25,315,385",Roll
08/01/10 00:00,4 5 14 44 46,8,9,"€38,666,984",Roll
15/01/10 00:00,11 26 29 49 50,4,7,"€52,302,248",Won
22/01/10 00:00,4 22 27 36 44,7,9,"€13,197,000",Roll
29/01/10 00:00,9 17 30 39 43,5,7,"€25,403,095",Won
05/02/10 00:00,34 35 38 39 46,3,4,"€87,570,000",Roll
12/02/10 00:00,1 5 18 38 45,4,6,"€112,016,226",Won
19/02/10 00:00,12 31 37 38 43,2,3,"€13,222,500",Roll
26/02/10 00:00,7 11 18 29 42,6,7,"€26,963,008",Roll
05/03/10 00:00,12 18 19 43 49,3,9,"€41,706,216",Won
12/03/10 00:00,1 26 33 36 46,6,7,"€13,633,500",Roll
19/03/10 00:00,10 28 30 38 39,2,7,"€26,412,247",Roll
26/03/10 00:00,8 16 18 37 43,2,6,"€39,754,555",Won
02/04/10 00:00,12 18 24 26 45,4,5,"€13,339,500",Won
09/04/10 00:00,7 21 23 24 44,3,4,"€13,177,500",Roll
16/04/10 00:00,9 11 17 26 40,3,9,"€25,378,348",Roll
23/04/10 00:00,3 7 8 43 46,6,8,"€38,064,784",Roll
30/04/10 00:00,6 22 24 25 36,3,8,"€52,603,784",Roll
07/05/10 00:00,3 6 15 21 32,7,9,"€67,967,555",Roll
14/05/10 00:00,1 17 31 43 47,2,3,"€84,451,321",Won
21/05/10 00:00,7 19 30 38 50,4,7,"€13,072,500",Won
28/05/10 00:00,4 9 31 32 33,3,7,"€12,693,000",Won
04/06/10 00:00,4 17 34 40 42,4,9,"€12,442,500",Won
11/06/10 00:00,2 22 24 36 44,1,2,"€12,408,000",Won
18/06/10 00:00,2 29 31 32 38,1,4,"€12,540,000",Roll
25/06/10 00:00,1 8 18 28 31,8,9,"€23,090,988",Won
02/07/10 00:00,12 13 36 41 46,1,8,"€12,424,500",Roll
09/07/10 00:00,9 24 37 39 49,3,9,"€23,591,586",Roll
16/07/10 00:00,38 39 45 46 49,7,8,"€35,767,540",Won
23/07/10 00:00,4 13 35 37 46,3,9,"€12,592,500",Roll
30/07/10 00:00,3 4 11 28 39,2,8,"€23,414,853",Won
06/08/10 00:00,13 25 28 29 42,4,5,"€12,502,500",Won
13/08/10 00:00,4 9 15 21 47,2,7,"€12,280,500",Won
20/08/10 00:00,5 27 31 40 42,1,6,"€12,202,500",Won
27/08/10 00:00,1 6 13 30 49,1,9,"€12,346,500",Won
03/09/10 00:00,13 24 26 47 49,4,8,"€12,543,000",Won
10/09/10 00:00,17 21 35 41 45,1,5,"€12,454,500",Won
17/09/10 00:00,17 27 29 38 50,1,3,"€12,558,000",Roll
24/09/10 00:00,1 4 16 40 48,1,9,"€24,470,942",Won
01/10/10 00:00,1 4 6 27 48,1,6,"€87,100,000",Roll
08/10/10 00:00,9 30 35 39 46,6,8,"€113,019,926",Won
15/10/10 00:00,2 31 36 38 43,3,7,"€13,152,000",Roll
22/10/10 00:00,4 5 9 11 39,3,5,"€26,231,924",Won
29/10/10 00:00,16 20 22 32 42,8,9,"€13,024,500",Roll
05/11/10 00:00,21 23 33 40 50,4,5,"€25,300,621",Won
12/11/10 00:00,7 19 23 29 47,1,6,"€13,716,650",Roll
19/11/10 00:00,12 15 32 36 45,7,9,"€25,874,272",Roll
26/11/10 00:00,9 28 36 41 49,5,7,"€38,556,253",Won
03/12/10 00:00,8 19 28 32 46,4,7,"€12,748,500",Roll
10/12/10 00:00,2 3 10 33 46,7,8,"€24,100,215",Roll
17/12/10 00:00,3 20 29 35 42,3,8,"€37,234,742",Won
24/12/10 00:00,19 36 38 42 46,2,8,"€16,301,884",Won
31/12/10 00:00,2 24 34 38 43,1,7,"€13,178,614",Won
07/01/11 00:00,1 22 32 48 50,6,7,"€12,487,500",Won
14/01/11 00:00,2 14 24 39 44,6,7,"€12,657,000",Roll
21/01/11 00:00,3 11 13 18 21,4,5,"€24,708,723",Won
28/01/11 00:00,13 23 24 41 42,1,5,"€12,940,500",Roll
04/02/11 00:00,2 11 24 35 47,5,9,"€24,368,199",Won
11/02/11 00:00,12 14 15 19 23,7,8,"€12,714,000",Roll
18/02/11 00:00,2 3 15 45 49,5,9,"€24,146,665",Roll
25/02/11 00:00,12 13 42 45 48,3,9,"€37,687,076",Roll
04/03/11 00:00,11 25 27 28 41,5,8,"€53,278,317",Roll
11/03/11 00:00,17 19 24 37 46,2,7,"€71,628,834",Roll
18/03/11 00:00,1 13 20 26 50,6,7,"€94,101,577",Roll
25/03/11 00:00,6 12 21 27 33,3,7,"€121,722,017",Won
01/04/11 00:00,4 17 21 22 33,4,8,"€13,269,000",Won
08/04/11 00:00,21 23 38 47 50,2,6,"€13,275,000",Roll
15/04/11 00:00,4 6 21 39 41,2,6,"€25,974,202",Roll
22/04/11 00:00,11 22 36 45 48,1,4,"€38,301,216",Won
29/04/11 00:00,15 25 38 40 41,1,2,"€13,335,000",Roll
06/05/11 00:00,11 16 20 22 28,4,9,"€25,227,296",Won
10/05/11 00:00,3 10 15 28 45,5,7,"€88,200,000",Roll
13/05/11 00:00,9 11 17 36 47,1,2,"€105,892,179",Won
17/05/11 00:00,20 21 37 45 46,2,3,"€13,143,000",Roll
20/05/11 00:00,10 14 20 25 42,8,11,"€24,115,451",Won
24/05/11 00:00,16 23 24 26 29,2,9,"€13,102,500",Roll
27/05/11 00:00,9 17 25 28 49,8,9,"€23,752,200",Roll
31/05/11 00:00,1 9 10 22 50,5,11,"€29,730,067",Roll
03/06/11 00:00,4 39 40 49 50,2,5,"€41,359,053",Roll
07/06/11 00:00,6 25 36 38 40,4,10,"€48,962,688",Roll
10/06/11 00:00,3 19 20 37 48,8,11,"€60,872,491",Roll
14/06/11 00:00,5 12 19 41 48,8,10,"€68,132,630",Roll
17/06/11 00:00,11 16 21 22 44,3,8,"€82,001,875",Roll
21/06/11 00:00,17 20 35 49 50,3,4,"€91,693,456",Roll
