Draw Date,Winning Numbers,Bonus #,Extra #,Jackpot,Outcome
06/12/19 00:00,1 3 27 39 46,1,10,"€14,319,100",Roll
10/12/19 00:00,2 10 19 21 47,2,8,"€21,715,889",Roll
13/12/19 00:00,9 16 18 23 32,2,10,"€32,875,644",Roll
17/12/19 00:00,1 7 12 25 49,6,9,"€41,621,418",Won
20/12/19 00:00,8 24 30 32 34,3,4,"€14,484,000",Roll
24/12/19 00:00,3 11 13 14 47,3,6,"€23,534,756",Roll
27/12/19 00:00,1 7 22 26 35,5,10,"€33,089,326",Roll
31/12/19 00:00,26 31 33 41 48,2,4,"€44,717,396",Roll
03/01/20 00:00,5 15 20 36 47,8,12,"€55,523,057",Roll
07/01/20 00:00,5 8 12 37 43,6,11,"€64,021,946",Roll
10/01/20 00:00,6 17 32 44 46,2,6,"€71,717,560",Roll
14/01/20 00:00,21 25 29 39 44,8,9,"€78,000,490",Roll
17/01/20 00:00,8 19 20 29 44,3,8,"€85,964,733",Won
21/01/20 00:00,10 11 24 36 46,3,5,"€14,463,600",Roll
24/01/20 00:00,3 4 6 9 24,5,8,"€24,139,851",Won
28/01/20 00:00,1 19 27 31 38,4,5,"€14,409,200",Roll
31/01/20 00:00,13 18 20 23 30,2,4,"€24,336,652",Roll
04/02/20 00:00,21 23 33 35 47,6,7,"€34,634,832",Roll
07/02/20 00:00,9 15 17 25 40,3,9,"€110,500,000",Won
11/02/20 00:00,24 26 32 43 46,6,10,"€14,342,900",Won
14/02/20 00:00,5 20 35 41 49,6,10,"€14,140,600",Roll
18/02/20 00:00,11 32 34 38 47,2,10,"€22,469,712",Roll
21/02/20 00:00,7 23 30 32 45,5,9,"€34,421,724",Roll
25/02/20 00:00,1 4 18 27 42,4,6,"€43,515,336",Roll
28/02/20 00:00,8 11 20 22 23,3,4,"€57,826,962",Won
03/03/20 00:00,4 14 27 44 45,1,10,"€14,841,000",Roll
06/03/20 00:00,15 38 43 45 46,1,11,"€26,423,336",Roll
10/03/20 00:00,11 23 30 37 43,5,12,"€35,567,254",Roll
13/03/20 00:00,3 11 21 27 36,9,10,"€50,321,191",Roll
17/03/20 00:00,5 7 8 16 20,2,12,"€57,869,670",Won
20/03/20 00:00,3 9 20 34 40,6,12,"€15,696,100",Won
24/03/20 00:00,7 12 26 30 33,10,11,"€15,621,300",Roll
27/03/20 00:00,11 14 27 41 46,2,3,"€22,095,531",Roll
31/03/20 00:00,12 17 24 30 36,1,9,"€27,308,650",Roll
03/04/20 00:00,16 19 34 46 50,2,6,"€34,546,128",Roll
07/04/20 00:00,4 5 14 33 48,7,12,"€40,506,751",Roll
10/04/20 00:00,3 10 17 33 39,1,4,"€46,937,085",Roll
14/04/20 00:00,6 29 34 35 40,4,11,"€51,538,058",Roll
17/04/20 00:00,16 28 32 37 45,1,11,"€58,366,488",Won
21/04/20 00:00,10 11 14 23 28,6,8,"€15,026,300",Roll
24/04/20 00:00,1 5 19 21 28,4,7,"€22,310,697",Roll
28/04/20 00:00,15 23 26 28 32,1,5,"€28,167,968",Roll
01/05/20 00:00,19 20 38 45 47,2,6,"€36,228,690",Roll
05/05/20 00:00,2 10 22 27 41,2,3,"€42,596,857",Roll
08/05/20 00:00,8 25 32 33 38,7,9,"€49,837,132",Roll
12/05/20 00:00,9 16 29 37 39,4,11,"€56,472,701",Roll
15/05/20 00:00,11 23 32 34 39,1,6,"€65,175,962",Won
19/05/20 00:00,5 25 32 37 43,6,7,"€15,170,800",Roll
22/05/20 00:00,3 18 22 27 32,2,7,"€25,387,006",Roll
26/05/20 00:00,4 9 14 21 27,4,6,"€16,530,706",Won
29/05/20 00:00,4 8 11 19 46,4,8,"€15,294,900",Won
02/06/20 00:00,10 12 22 26 49,7,11,"€15,148,700",Roll
05/06/20 00:00,5 11 17 24 37,3,6,"€25,999,539",Roll
09/06/20 00:00,5 15 27 36 46,2,8,"€34,451,775",Roll
12/06/20 00:00,2 24 39 45 46,4,8,"€46,399,553",Won
16/06/20 00:00,4 9 11 17 39,2,10,"€15,245,600",Roll
19/06/20 00:00,5 14 19 24 43,3,11,"€26,333,468",Roll
23/06/20 00:00,2 12 19 46 49,1,8,"€34,732,623",Roll
26/06/20 00:00,1 10 12 21 26,5,11,"€46,859,882",Roll
30/06/20 00:00,1 6 11 28 42,2,10,"€56,510,237",Roll
03/07/20 00:00,4 16 27 37 39,3,6,"€117,260,000",Roll
07/07/20 00:00,12 16 23 33 41,8,10,"€130,059,174",Won
10/07/20 00:00,15 17 23 30 38,2,7,"€15,225,200",Roll
14/07/20 00:00,11 22 30 37 47,9,10,"€24,013,488",Roll
17/07/20 00:00,7 15 27 41 43,7,9,"€35,838,894",Roll
21/07/20 00:00,14 15 24 29 42,2,4,"€44,865,863",Won
24/07/20 00:00,8 9 27 28 50,4,12,"€15,483,600",Roll
28/07/20 00:00,9 13 15 17 34,2,7,"€23,795,774",Roll
31/07/20 00:00,21 24 30 46 49,2,5,"€35,077,775",Roll
04/08/20 00:00,1 2 5 15 42,5,8,"€44,373,299",Roll
07/08/20 00:00,5 20 21 36 41,6,11,"€57,863,944",Roll
11/08/20 00:00,8 13 14 42 50,3,9,"€66,130,274",Roll
14/08/20 00:00,9 10 19 42 49,4,12,"€77,977,112",Roll
18/08/20 00:00,6 12 17 34 42,5,12,"€87,266,444",Roll
21/08/20 00:00,10 15 35 44 50,3,5,"€100,807,281",Roll
25/08/20 00:00,7 18 30 37 39,8,10,"€112,618,069",Roll
28/08/20 00:00,7 12 16 17 31,7,9,"€126,895,018",Roll
01/09/20 00:00,4 8 10 33 46,8,11,"€139,992,069",Won
04/09/20 00:00,6 22 29 40 43,4,7,"€15,174,200",Roll
08/09/20 00:00,2 9 31 35 41,9,12,"€24,534,097",Roll
11/09/20 00:00,34 38 42 43 45,9,12,"€37,525,275",Roll
15/09/20 00:00,16 20 25 30 38,6,8,"€47,250,235",Roll
18/09/20 00:00,2 10 19 25 45,1,7,"€61,732,489",Roll
22/09/20 00:00,16 25 28 39 40,1,6,"€71,063,522",Roll
25/09/20 00:00,19 23 34 37 45,1,7,"€118,729,000",Won
29/09/20 00:00,4 14 16 41 44,11,12,"€15,531,200",Roll
02/10/20 00:00,6 12 15 40 45,3,9,"€27,761,091",Won
06/10/20 00:00,4 21 36 41 47,9,11,€17000000,Roll
09/10/20 00:00,11 15 35 41 50,5,8,€30301316,Roll
13/10/20 00:00,5 14 38 41 46,1,10,€40315607,Roll
